hotel_name,url,hotel_url,avg_rating,tags,total_positive,total_negative,total_neutral,total_reviews
Blue Park Retreat,https://www.booking.com/reviews/by/hotel/complex-luchyosa.en-gb.html?label=gen173nr-1DCA0oJUIQY29tcGxleC1sdWNoeW9zYUgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC1LnXhwbAAgHSAiRmODA4NDBlZi1lMjVmLTRlODktYWIwMy04N2JmNTk5ZGM4NDbYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/by/complex-luchyosa.en-gb.html?label=gen173nr-1DCA0oJUIQY29tcGxleC1sdWNoeW9zYUgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC1LnXhwbAAgHSAiRmODA4NDBlZi1lMjVmLTRlODktYWIwMy04N2JmNTk5ZGM4NDbYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,8.2,Leisure trip~Stayed 1 night~Business trip~Solo traveller~Single Room~Standard Single Room~Twin Room~One-Bedroom Junior Suite~Superior Double or Twin Room~Stayed 2 nights~Submitted via mobile~Family with young children,3,0,5,8
Central Park Palace,https://www.booking.com/reviews/be/hotel/b-h-c.en-gb.html?label=gen173nr-1DCA0oFUIFYi1oLWNIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4AtnE14cGwAIB0gIkYTg0MjEyY2EtNjNiNi00ZDVlLTg2MjAtYWYwZGYyYTNhZWUy2AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/b-h-c.en-gb.html?label=gen173nr-1DCA0oFUIFYi1oLWNIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4AtnE14cGwAIB0gIkYTg0MjEyY2EtNjNiNi00ZDVlLTg2MjAtYWYwZGYyYTNhZWUy2AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862,6.7,Leisure trip~Single Room~Solo traveller~Stayed 1 night~Double Room~Twin Room~Group~Stayed 3 nights~Submitted via mobile~Stayed 2 nights~Couple~Family Room~Business trip~Family with young children,2,0,22,24
Majestic Inn,https://www.booking.com/reviews/be/hotel/b-h-c.en-gb.html?label=gen173nr-1DCA0oFUIFYi1oLWNIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4AtnE14cGwAIB0gIkYTg0MjEyY2EtNjNiNi00ZDVlLTg2MjAtYWYwZGYyYTNhZWUy2AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=2;r_lang=en;rows=75&,https://www.booking.com/hotel/be/b-h-c.en-gb.html?label=gen173nr-1DCA0oFUIFYi1oLWNIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4AtnE14cGwAIB0gIkYTg0MjEyY2EtNjNiNi00ZDVlLTg2MjAtYWYwZGYyYTNhZWUy2AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862,6.7,Stayed 4 nights~Solo traveller~Triple Room~Stayed 3 nights~Family Room~Family with young children~Double Room~Twin Room~Couple~Stayed 6 nights~Stayed 1 night~Single Room~Group~Stayed 2 nights~Submitted via mobile~Leisure trip~People with friends~Comfort Quadruple Room~Business trip,16,1,8,25
Pacific Resort,https://www.booking.com/reviews/be/hotel/corbie-lommel.en-gb.html?label=gen173nr-1DCA0oFUINY29yYmllLWxvbW1lbEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC3qvXhwbAAgHSAiRiZGFhNzNiZS04YTFmLTQ1NGEtYmUzNC0xZTYxY2VjNDQ0MTbYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/corbie-lommel.en-gb.html?label=gen173nr-1DCA0oFUINY29yYmllLWxvbW1lbEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC3qvXhwbAAgHSAiRiZGFhNzNiZS04YTFmLTQ1NGEtYmUzNC0xZTYxY2VjNDQ0MTbYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,7.7,Stayed 4 nights~Leisure trip~Stayed 1 night~Solo traveller~Twin Room~Single Room~Group~Small Single Room~Stayed 3 nights~Submitted via mobile~Stayed 2 nights~Business trip~Family with young children,6,0,5,11
Elite Palace,https://www.booking.com/reviews/be/hotel/corner-house.en-gb.html?label=gen173nr-1DCA0oFUIMY29ybmVyLWhvdXNlSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKDwteHBsACAdICJDIzMDUwMWRhLTE0YzctNGVlNy1hNmI2LTRlZWYwMDllMGQwNNgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/corner-house.en-gb.html?label=gen173nr-1DCA0oFUIMY29ybmVyLWhvdXNlSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKDwteHBsACAdICJDIzMDUwMWRhLTE0YzctNGVlNy1hNmI2LTRlZWYwMDllMGQwNNgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,7.7,Leisure trip~Stayed 1 night~Triple Room~Twin Room~Group~Stayed 3 nights~Couple~Submitted via mobile~Family with young children,2,1,4,7
Diamond View Cottage,https://www.booking.com/reviews/be/hotel/cotecourcotejardin.en-gb.html?label=gen173nr-1DCA0oFUISY290ZWNvdXJjb3RlamFyZGluSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALJu9eHBsACAdICJGMxNzVkMGM1LTY1YzItNDdhNi04ZTc5LTAxOTRjOGIzY2Y0N9gCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/cotecourcotejardin.en-gb.html?label=gen173nr-1DCA0oFUISY290ZWNvdXJjb3RlamFyZGluSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALJu9eHBsACAdICJGMxNzVkMGM1LTY1YzItNDdhNi04ZTc5LTAxOTRjOGIzY2Y0N9gCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,7.2,Stayed 4 nights~Leisure trip~Stayed 1 night~Business trip~Double Room~Solo traveller~Standard Double Room~Group~People with friends~Deluxe Double Room with Bath~Stayed 3 nights~Stayed 2 nights~Comfort Double Room~Couple~Submitted via mobile~Family with young children,7,2,15,24
Luxury Haven,https://www.booking.com/reviews/be/hotel/decastillion.en-gb.html?label=gen173nr-1DCA0oFUIMZGVjYXN0aWxsaW9uSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALSsdeHBsACAdICJDM1YmEwMmMxLWZjNGYtNGE3ZS1hNWY3LWI2MmZkNjFhNzc2NtgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/decastillion.en-gb.html?label=gen173nr-1DCA0oFUIMZGVjYXN0aWxsaW9uSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALSsdeHBsACAdICJDM1YmEwMmMxLWZjNGYtNGE3ZS1hNWY3LWI2MmZkNjFhNzc2NtgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,9.5,Leisure trip~Honeymoon Suite~Stayed 1 night~Solo traveller~Couple~Classic Room~With a pet~Group~Deluxe Room~Stayed 3 nights~Stayed 2 nights~Executive Junior Suite~Junior Suite~Duplex Quadruple Family Room~Submitted via mobile~Family with young children,24,0,0,24
Sunny View Lodge,https://www.booking.com/reviews/be/hotel/decastillion.en-gb.html?label=gen173nr-1DCA0oFUIMZGVjYXN0aWxsaW9uSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALSsdeHBsACAdICJDM1YmEwMmMxLWZjNGYtNGE3ZS1hNWY3LWI2MmZkNjFhNzc2NtgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=2;r_lang=en;rows=75&,https://www.booking.com/hotel/be/decastillion.en-gb.html?label=gen173nr-1DCA0oFUIMZGVjYXN0aWxsaW9uSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALSsdeHBsACAdICJDM1YmEwMmMxLWZjNGYtNGE3ZS1hNWY3LWI2MmZkNjFhNzc2NtgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,9.5,Leisure trip~Honeymoon Suite~Stayed 1 night~Solo traveller~Triple Classic Room~Classic Room~People with friends~Group~Deluxe Room~Stayed 3 nights~Stayed 2 nights~Couple~Duplex Quadruple Family Room~Submitted via mobile~Family with young children,24,0,0,24
Golden Hotel,https://www.booking.com/reviews/be/hotel/decastillion.en-gb.html?label=gen173nr-1DCA0oFUIMZGVjYXN0aWxsaW9uSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALSsdeHBsACAdICJDM1YmEwMmMxLWZjNGYtNGE3ZS1hNWY3LWI2MmZkNjFhNzc2NtgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=3;r_lang=en;rows=75&,https://www.booking.com/hotel/be/decastillion.en-gb.html?label=gen173nr-1DCA0oFUIMZGVjYXN0aWxsaW9uSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALSsdeHBsACAdICJDM1YmEwMmMxLWZjNGYtNGE3ZS1hNWY3LWI2MmZkNjFhNzc2NtgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,9.5,Stayed 4 nights~Leisure trip~Honeymoon Suite~Stayed 1 night~Business trip~Triple Classic Room~Solo traveller~Classic Room~People with friends~Group~Deluxe Room~Stayed 3 nights~Stayed 2 nights~Junior Suite~Couple~Duplex Quadruple Family Room~Submitted via mobile~Family with young children,25,0,0,25
Elite Bay Plaza,https://www.booking.com/reviews/be/hotel/hoteldefierlantbrussel.en-gb.html?label=gen173nr-1DCA0oFUIWaG90ZWxkZWZpZXJsYW50YnJ1c3NlbEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCqbfXhwbAAgHSAiQ4YWQ1NjA5MS04ZWQ0LTRlYmYtOGMwNC1mNjc4Y2Y4YWRkMTfYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/hoteldefierlantbrussel.en-gb.html?label=gen173nr-1DCA0oFUIWaG90ZWxkZWZpZXJsYW50YnJ1c3NlbEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCqbfXhwbAAgHSAiQ4YWQ1NjA5MS04ZWQ0LTRlYmYtOGMwNC1mNjc4Y2Y4YWRkMTfYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,8.2,Special Offer - Double or Twin Room~Stayed 4 nights~Leisure trip~Single Room~Business trip~Stayed 1 night~Solo traveller~People with friends~Group~Stayed 9 nights~Stayed 3 nights~Apartment~Stayed 2 nights~Double or Twin Room~Couple~Stayed 5 nights~Submitted via mobile~Family with young children,19,0,5,24
Pacific City Manor,https://www.booking.com/reviews/be/hotel/hoteldefierlantbrussel.en-gb.html?label=gen173nr-1DCA0oFUIWaG90ZWxkZWZpZXJsYW50YnJ1c3NlbEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCqbfXhwbAAgHSAiQ4YWQ1NjA5MS04ZWQ0LTRlYmYtOGMwNC1mNjc4Y2Y4YWRkMTfYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=2;r_lang=en;rows=75&,https://www.booking.com/hotel/be/hoteldefierlantbrussel.en-gb.html?label=gen173nr-1DCA0oFUIWaG90ZWxkZWZpZXJsYW50YnJ1c3NlbEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCqbfXhwbAAgHSAiQ4YWQ1NjA5MS04ZWQ0LTRlYmYtOGMwNC1mNjc4Y2Y4YWRkMTfYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,8.2,Special Offer - Double or Twin Room~Stayed 4 nights~Leisure trip~Stayed 1 night~Business trip~Solo traveller~Single Room~People with friends~Group~Stayed 3 nights~Apartment~Stayed 2 nights~Double or Twin Room~Couple~Stayed 5 nights~Stayed 6 nights~Submitted via mobile~Family with young children,15,2,6,23
Vintage Bay Residence,https://www.booking.com/reviews/be/hotel/de-secretaris-overpelt.en-gb.html?label=gen173nr-1DCA0oFUIWZGUtc2VjcmV0YXJpcy1vdmVycGVsdEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCravXhwbAAgHSAiRiYzliNjMxOS1kODNiLTQzMTMtYjQ0Ny01OGFhODMzNTk1YzLYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/de-secretaris-overpelt.en-gb.html?label=gen173nr-1DCA0oFUIWZGUtc2VjcmV0YXJpcy1vdmVycGVsdEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCravXhwbAAgHSAiRiYzliNjMxOS1kODNiLTQzMTMtYjQ0Ny01OGFhODMzNTk1YzLYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,8.9,Leisure trip~Deluxe Double Room with Shower~Solo traveller~Stayed 1 night~Group~Single Room with Shower~Stayed 3 nights~Family Room with Shower~Submitted via mobile~Stayed 2 nights~Couple~Stayed 5 nights~Business trip~Family with young children,12,0,1,13
Elite City Haven,https://www.booking.com/reviews/be/hotel/de-zalm-herentals.en-gb.html?label=gen173nr-1DCA0oFUIRZGUtemFsbS1oZXJlbnRhbHNIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4Aqq214cGwAIB0gIkYmZmMTFkMzktNTA4NC00NTk2LTkyNjYtYTNhNDViYjA4ZDI42AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/de-zalm-herentals.en-gb.html?label=gen173nr-1DCA0oFUIRZGUtemFsbS1oZXJlbnRhbHNIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4Aqq214cGwAIB0gIkYmZmMTFkMzktNTA4NC00NTk2LTkyNjYtYTNhNDViYjA4ZDI42AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862,8.0,Stayed 4 nights~Leisure trip~Standard Twin Room~Stayed 1 night~Solo traveller~Business trip~People with friends~Group~Deluxe King Room~Stayed 3 nights~Stayed 2 nights~Couple~Stayed 5 nights~Submitted via mobile~Family with young children,12,0,5,17
Blue Bay Sanctuary,https://www.booking.com/reviews/be/hotel/des-brasseurs.en-gb.html?label=gen173nr-1DCA0oFUINZGVzLWJyYXNzZXVyc0gzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC8sfXhwbAAgHSAiQyNzZkMjliMC1lZmQ3LTRlNTctOTYxOS04NjdjNjMzZGFmNDbYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/des-brasseurs.en-gb.html?label=gen173nr-1DCA0oFUINZGVzLWJyYXNzZXVyc0gzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gC8sfXhwbAAgHSAiQyNzZkMjliMC1lZmQ3LTRlNTctOTYxOS04NjdjNjMzZGFmNDbYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,7.3,Stayed 4 nights~Leisure trip~Triple Room~Double Room~With a pet~Group~Stayed 3 nights~Couple~Stayed 5 nights~Stayed 6 nights~Submitted via mobile~Family with young children,2,0,4,6
Pacific Bay Resort,https://www.booking.com/reviews/be/hotel/dolce-la-hulpe-brussels.en-gb.html?label=gen173nr-1DCA0oFUIXZG9sY2UtbGEtaHVscGUtYnJ1c3NlbHNIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4ArKt14cGwAIB0gIkNDBiOTRlM2YtNTYyMy00ZTJmLThkZDgtMTI5NTEyNTkwN2Q52AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/dolce-la-hulpe-brussels.en-gb.html?label=gen173nr-1DCA0oFUIXZG9sY2UtbGEtaHVscGUtYnJ1c3NlbHNIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4ArKt14cGwAIB0gIkNDBiOTRlM2YtNTYyMy00ZTJmLThkZDgtMTI5NTEyNTkwN2Q52AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862,8.4,Leisure trip~Stayed 8 nights~Stayed 1 night~Business trip~Solo traveller~Group~Executive Double Room with Sofa Bed~Superior Room~Deluxe Double or Twin Room~Stayed 3 nights~Stayed 2 nights~Executive Room~Couple~Submitted via mobile~Family with young children,20,0,3,23
Silver Park Residence,https://www.booking.com/reviews/be/hotel/dolce-la-hulpe-brussels.en-gb.html?label=gen173nr-1DCA0oFUIXZG9sY2UtbGEtaHVscGUtYnJ1c3NlbHNIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4ArKt14cGwAIB0gIkNDBiOTRlM2YtNTYyMy00ZTJmLThkZDgtMTI5NTEyNTkwN2Q52AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=2;r_lang=en;rows=75&,https://www.booking.com/hotel/be/dolce-la-hulpe-brussels.en-gb.html?label=gen173nr-1DCA0oFUIXZG9sY2UtbGEtaHVscGUtYnJ1c3NlbHNIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4ArKt14cGwAIB0gIkNDBiOTRlM2YtNTYyMy00ZTJmLThkZDgtMTI5NTEyNTkwN2Q52AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862,8.4,Stayed 4 nights~Leisure trip~Stayed 8 nights~Stayed 1 night~Business trip~Solo traveller~Junior Suite~Executive Double Room with Sofa Bed~Superior Room~Deluxe Double or Twin Room~Stayed 3 nights~Stayed 2 nights~Executive Room~Couple~Submitted via mobile~Family with young children,8,3,14,25
Green City Haven,https://www.booking.com/reviews/be/hotel/ducongres.en-gb.html?label=gen173nr-1DCA0oFUIJZHVjb25ncmVzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKUx9eHBsACAdICJDkyNzdmZGY2LTBhYmItNDdjYi1hZWZmLWI2MTEwM2UyODFjMtgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/ducongres.en-gb.html?label=gen173nr-1DCA0oFUIJZHVjb25ncmVzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKUx9eHBsACAdICJDkyNzdmZGY2LTBhYmItNDdjYi1hZWZmLWI2MTEwM2UyODFjMtgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,8.0,Stayed 4 nights~Leisure trip~Stayed 1 night~Solo traveller~Double Room~Business trip~Single Room~Group~Quadruple Room~Twin Room~Stayed 2 nights~Couple~Stayed 5 nights~Submitted via mobile~Family with young children,15,0,9,24
Majestic Park Cottage,https://www.booking.com/reviews/be/hotel/ducongres.en-gb.html?label=gen173nr-1DCA0oFUIJZHVjb25ncmVzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKUx9eHBsACAdICJDkyNzdmZGY2LTBhYmItNDdjYi1hZWZmLWI2MTEwM2UyODFjMtgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=2;r_lang=en;rows=75&,https://www.booking.com/hotel/be/ducongres.en-gb.html?label=gen173nr-1DCA0oFUIJZHVjb25ncmVzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKUx9eHBsACAdICJDkyNzdmZGY2LTBhYmItNDdjYi1hZWZmLWI2MTEwM2UyODFjMtgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,8.0,Leisure trip~Stayed 1 night~Solo traveller~Twin Room~Single Room~Double Room~Group~People with friends~Triple Room~Quadruple Room~Stayed 3 nights~Submitted via mobile~Stayed 2 nights~Couple~Business trip~Family with young children,11,0,14,25
Diamond City Haven,https://www.booking.com/reviews/be/hotel/ducongres.en-gb.html?label=gen173nr-1DCA0oFUIJZHVjb25ncmVzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKUx9eHBsACAdICJDkyNzdmZGY2LTBhYmItNDdjYi1hZWZmLWI2MTEwM2UyODFjMtgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=3;r_lang=en;rows=75&,https://www.booking.com/hotel/be/ducongres.en-gb.html?label=gen173nr-1DCA0oFUIJZHVjb25ncmVzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKUx9eHBsACAdICJDkyNzdmZGY2LTBhYmItNDdjYi1hZWZmLWI2MTEwM2UyODFjMtgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,8.0,Stayed 4 nights~Leisure trip~Single Room~Solo traveller~Business trip~Stayed 1 night~Double Room~Group~Triple Room~People with friends~Quadruple Room~Twin Room~Stayed 3 nights~Stayed 2 nights~Couple~Submitted via mobile~Family with young children,12,0,13,25
Pacific Retreat,https://www.booking.com/reviews/be/hotel/ducongres.en-gb.html?label=gen173nr-1DCA0oFUIJZHVjb25ncmVzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKUx9eHBsACAdICJDkyNzdmZGY2LTBhYmItNDdjYi1hZWZmLWI2MTEwM2UyODFjMtgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=4;r_lang=en;rows=75&,https://www.booking.com/hotel/be/ducongres.en-gb.html?label=gen173nr-1DCA0oFUIJZHVjb25ncmVzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKUx9eHBsACAdICJDkyNzdmZGY2LTBhYmItNDdjYi1hZWZmLWI2MTEwM2UyODFjMtgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,8.0,Stayed 4 nights~Leisure trip~Single Room~Solo traveller~Business trip~Stayed 1 night~Double Room~Twin Room~Group~People with friends~Quadruple Room~Stayed 7 nights~Stayed 3 nights~Stayed 2 nights~Couple~Submitted via mobile~Family with young children,13,5,6,24
Cozy Lodge,https://www.booking.com/reviews/be/hotel/ducongres.en-gb.html?label=gen173nr-1DCA0oFUIJZHVjb25ncmVzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKUx9eHBsACAdICJDkyNzdmZGY2LTBhYmItNDdjYi1hZWZmLWI2MTEwM2UyODFjMtgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=5;r_lang=en;rows=75&,https://www.booking.com/hotel/be/ducongres.en-gb.html?label=gen173nr-1DCA0oFUIJZHVjb25ncmVzSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKUx9eHBsACAdICJDkyNzdmZGY2LTBhYmItNDdjYi1hZWZmLWI2MTEwM2UyODFjMtgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,8.0,Leisure trip~Single Room~Solo traveller~Double Room~Stayed 1 night~Group~Stayed 3 nights~Submitted via mobile~Stayed 2 nights~Couple~Business trip,2,2,2,6
Majestic Park Tower,https://www.booking.com/reviews/be/hotel/hotelduparc.en-gb.html?label=gen173nr-1DCA0oFUILaG90ZWxkdXBhcmNIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4Ave214cGwAIB0gIkYmNmMjdkMjctNmUzMy00MmJiLWEzMTQtOTJkNzBiZTM0ZDhj2AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/hotelduparc.en-gb.html?label=gen173nr-1DCA0oFUILaG90ZWxkdXBhcmNIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4Ave214cGwAIB0gIkYmNmMjdkMjctNmUzMy00MmJiLWEzMTQtOTJkNzBiZTM0ZDhj2AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862,7.3,Leisure trip~Solo traveller~Single Room~Double Room~Stayed 1 night~Triple Room~Business trip~People with friends~Quadruple Room~Group~Stayed 7 nights~Stayed 3 nights~Stayed 2 nights~Couple~Stayed 6 nights~Submitted via mobile~Family with young children,5,0,17,22
Crystal View Lodge,https://www.booking.com/reviews/be/hotel/du-parlement.en-gb.html?label=gen173nr-1DCA0oFUIMZHUtcGFybGVtZW50SDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALyrteHBsACAdICJGEzOWMzYmFjLTU3MDAtNDNmYS04NjIzLTE5YWNmNjU2OWJhZdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/du-parlement.en-gb.html?label=gen173nr-1DCA0oFUIMZHUtcGFybGVtZW50SDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALyrteHBsACAdICJGEzOWMzYmFjLTU3MDAtNDNmYS04NjIzLTE5YWNmNjU2OWJhZdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,6.8,Economy Double Room~Leisure trip~Stayed 1 night~Solo traveller~Double Room~Twin Room~People with friends~Triple Room~Group~Stayed 3 nights~Submitted via mobile~Stayed 2 nights~Couple~Business trip,0,0,24,24
